idCarpeta;Delito;Categoria;FechaHecho;Año_hecho;Mes_hecho;Mes_año_hecho;Sexo;Edad;TipoPersona;CalidadJuridica;lon;lat;geopoint
;ROBO DE OBJETOS;;13/05/19 22:00;2019;Mayo;2019_05;Masculino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.14501275;19.44918204;19.44918204, -99.14501275
;AMENAZAS;;18/05/19 9:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.13148663;19.35533639;19.35533639, -99.13148663
;ROBO A NEGOCIO SIN VIOLENCIA;;18/05/19 9:50;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.0720744;19.4121522;19.4121522, -99.0720744
;VIOLENCIA FAMILIAR;;15/05/19 22:00;2019;Mayo;2019_05;Femenino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.05760895;19.35547838;19.35547838, -99.05760895
;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;;17/05/19 20:30;2019;Mayo;2019_05;Masculino;64;FISICA;VICTIMA Y DENUNCIANTE;-99.04176613;19.38835994;19.38835994, -99.04176613
;USURPACIÓN DE IDENTIDAD;;01/05/19 19:00;2019;Mayo;2019_05;Femenino;23;FISICA;VICTIMA Y DENUNCIANTE;-99.1007721;19.3152015;19.3152015, -99.1007721
;DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL;;18/05/19 8:00;2019;Mayo;2019_05;Masculino;33;FISICA;VICTIMA Y DENUNCIANTE;-99.1644389;19.2780736;19.2780736, -99.1644389
;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;;13/05/19 22:13;2019;Mayo;2019_05;Masculino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.1929581;19.4384474;19.4384474, -99.1929581
;FRAUDE;;17/05/19 16:00;2019;Mayo;2019_05;Femenino;54;FISICA;VICTIMA Y DENUNCIANTE;-99.17841584;19.36987551;19.36987551, -99.17841584
;ROBO A NEGOCIO SIN VIOLENCIA;;16/05/19 13:00;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.10666857;19.32278483;19.32278483, -99.10666857
;VIOLENCIA FAMILIAR;;18/05/19 0:15;2019;Mayo;2019_05;Femenino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.21804895;19.47960773;19.47960773, -99.21804895
;DESPOJO;;17/05/19 22:00;2019;Mayo;2019_05;Femenino;28;FISICA;VICTIMA Y DENUNCIANTE;-99.2036394;19.3885442;19.3885442, -99.2036394
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;16/05/19 18:00;2019;Mayo;2019_05;Masculino;28;FISICA;VICTIMA Y DENUNCIANTE;-99.16925032;19.44104699;19.44104699, -99.16925032
;FRAUDE;;16/05/19 10:30;2019;Mayo;2019_05;Masculino;64;FISICA;VICTIMA Y DENUNCIANTE;-99.0654184;19.4543769;19.4543769, -99.0654184
;PERDIDA DE LA VIDA POR INTOXICACION;;18/05/19 14:25;2019;Mayo;2019_05;Masculino;19;FISICA;CADAVER;-99.118181;19.466677;19.466677, -99.118181
;ROBO A NEGOCIO SIN VIOLENCIA;;14/05/19 3:21;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.170689;19.4058771;19.4058771, -99.170689
;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;;18/05/19 10:45;2019;Mayo;2019_05;Masculino;60;FISICA;VICTIMA Y DENUNCIANTE;-99.21847751;19.28673911;19.28673911, -99.21847751
;ROBO DE ACCESORIOS DE AUTO;;18/05/19 11:40;2019;Mayo;2019_05;Masculino;30;FISICA;VICTIMA;-99.2087581;19.4416522;19.4416522, -99.2087581
;ABANDONO DE PERSONA;;16/05/19 12:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA;-99.1189839;19.3468514;19.3468514, -99.1189839
;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;;18/05/19 15:09;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.04265968;19.30586782;19.30586782, -99.04265968
;ROBO DE MOTOCICLETA SIN VIOLENCIA;;18/05/19 10:00;2019;Mayo;2019_05;Masculino;22;FISICA;VICTIMA Y DENUNCIANTE;-99.14863886;19.42206911;19.42206911, -99.14863886
;ROBO A NEGOCIO SIN VIOLENCIA;;18/05/19 15:18;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1595607;19.468983;19.468983, -99.1595607
;ROBO A NEGOCIO SIN VIOLENCIA;;18/05/19 15:00;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1643694;19.3674999;19.3674999, -99.1643694
;VIOLENCIA FAMILIAR;;17/05/19 20:30;2019;Mayo;2019_05;Femenino;20;FISICA;VICTIMA Y DENUNCIANTE;-99.1372812;19.4336212;19.4336212, -99.1372812
;VIOLENCIA FAMILIAR;;18/05/19 11:00;2019;Mayo;2019_05;Femenino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.2041523;19.2767719;19.2767719, -99.2041523
;ABUSO SEXUAL;;18/05/19 11:15;2019;Mayo;2019_05;Femenino;40;FISICA;VICTIMA Y DENUNCIANTE;-99.14492192;19.36565212;19.36565212, -99.14492192
;TENTATIVA DE EXTORSION;;16/05/19 10:00;2019;Mayo;2019_05;Masculino;38;FISICA;VICTIMA Y DENUNCIANTE;-99.16206602;19.41798758;19.41798758, -99.16206602
;ROBO DE OBJETOS;;18/05/19 12:00;2019;Mayo;2019_05;Masculino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.1950185;19.4316172;19.4316172, -99.1950185
;VIOLENCIA FAMILIAR;;18/05/19 10:15;2019;Mayo;2019_05;Femenino;49;FISICA;VICTIMA Y DENUNCIANTE;-99.16288483;19.47462902;19.47462902, -99.16288483
;ROBO A TRANSEUNTE EN NEGOCIO CON VIOLENCIA;;18/05/19 10:05;2019;Mayo;2019_05;Femenino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.15492686;19.4094533;19.4094533, -99.15492686
;ROBO DE VEHICULO DE SERVICIO PÚBLICO SIN VIOLENCIA;;18/05/19 12:30;2019;Mayo;2019_05;Masculino;65;FISICA;VICTIMA Y DENUNCIANTE;-99.06842174;19.34797186;19.34797186, -99.06842174
;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;;18/05/19 8:00;2019;Mayo;2019_05;Masculino;44;FISICA;VICTIMA Y DENUNCIANTE;-99.10008051;19.32608797;19.32608797, -99.10008051
;ROBO A NEGOCIO SIN VIOLENCIA;;18/05/19 16:15;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.15171905;19.44978311;19.44978311, -99.15171905
;VIOLENCIA FAMILIAR;;14/05/19 12:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.20967951;19.48543012;19.48543012, -99.20967951
;FRAUDE;;16/05/19 12:42;2019;Mayo;2019_05;Femenino;59;FISICA;VICTIMA Y DENUNCIANTE;-99.18551553;19.27036658;19.27036658, -99.18551553
;VIOLENCIA FAMILIAR;;18/05/19 15:30;2019;Mayo;2019_05;Masculino;47;FISICA;VICTIMA Y DENUNCIANTE;-99.15128185;19.38022319;19.38022319, -99.15128185
;PERDIDA DE LA VIDA POR SUICIDIO;;18/05/19 17:20;2019;Mayo;2019_05;Masculino;33;FISICA;CADAVER;-99.2305956;19.3098167;19.3098167, -99.2305956
;VIOLENCIA FAMILIAR;;11/05/19 23:20;2019;Mayo;2019_05;Femenino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.0853399;19.4976952;19.4976952, -99.0853399
;ROBO A NEGOCIO SIN VIOLENCIA;;18/05/19 19:15;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1317962;19.4862635;19.4862635, -99.1317962
;ROBO DE OBJETOS;;16/05/19 21:00;2019;Mayo;2019_05;Masculino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.1865655;19.30646892;19.30646892, -99.1865655
;TENTATIVA DE EXTORSION;;18/05/19 15:15;2019;Mayo;2019_05;Masculino;76;FISICA;VICTIMA Y DENUNCIANTE;-99.14131958;19.39907638;19.39907638, -99.14131958
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;17/05/19 21:30;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.18815819;19.34533825;19.34533825, -99.18815819
;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;;18/05/19 20:30;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1715183;19.4090409;19.4090409, -99.1715183
;HOMICIDIO POR ARMA DE FUEGO;;18/05/19 19:45;2019;Mayo;2019_05;Masculino;23;FISICA;CADAVER;-99.04287206;19.32966422;19.32966422, -99.04287206
;HOMICIDIO POR ARMA DE FUEGO;;18/05/19 19:45;2019;Mayo;2019_05;Masculino;23;FISICA;LESIONADO;-99.04287206;19.32966422;19.32966422, -99.04287206
;VIOLENCIA FAMILIAR;;18/05/19 10:30;2019;Mayo;2019_05;Femenino;33;FISICA;VICTIMA Y DENUNCIANTE;-99.06061611;19.35942376;19.35942376, -99.06061611
;VIOLENCIA FAMILIAR;;18/05/19 20:00;2019;Mayo;2019_05;Masculino;45;FISICA;VICTIMA Y DENUNCIANTE;-99.19341653;19.47508623;19.47508623, -99.19341653
;VIOLENCIA FAMILIAR;;17/05/19 11:30;2019;Mayo;2019_05;Femenino;12;FISICA;VICTIMA;-99.0018239;19.36746869;19.36746869, -99.0018239
;ROBO A NEGOCIO SIN VIOLENCIA;;18/05/19 22:00;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1149208;19.4716385;19.4716385, -99.1149208
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;18/05/19 14:30;2019;Mayo;2019_05;Masculino;56;FISICA;VICTIMA Y DENUNCIANTE;-99.10414646;19.4610442;19.4610442, -99.10414646
;AMENAZAS;;18/05/19 18:30;2019;Mayo;2019_05;Femenino;62;FISICA;VICTIMA Y DENUNCIANTE;-99.1104546;19.3840722;19.3840722, -99.1104546
;AMENAZAS;;18/05/19 19:30;2019;Mayo;2019_05;Femenino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.13110923;19.30642239;19.30642239, -99.13110923
;LESIONES INTENCIONALES POR GOLPES;;17/05/19 12:30;2019;Mayo;2019_05;Masculino;49;FISICA;VICTIMA Y DENUNCIANTE;-99.1471847;19.506771;19.506771, -99.1471847
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;18/05/19 22:30;2019;Mayo;2019_05;Masculino;45;FISICA;LESIONADO;-99.07329809;19.41493274;19.41493274, -99.07329809
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;18/05/19 13:30;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.15948792;19.35365106;19.35365106, -99.15948792
;TENTATIVA DE EXTORSION;;19/05/19 0:55;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1642894;19.3554563;19.3554563, -99.1642894
;LESIONES INTENCIONALES POR GOLPES;;18/05/19 23:30;2019;Mayo;2019_05;Masculino;30;FISICA;LESIONADO;-99.06142618;19.34506227;19.34506227, -99.06142618
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;19/05/19 0:15;2019;Mayo;2019_05;Masculino;25;FISICA;LESIONADO;-99.11727956;19.39804132;19.39804132, -99.11727956
;TENTATIVA DE ROBO;;18/05/19 0:00;2019;Mayo;2019_05;Masculino;31;FISICA;VICTIMA Y DENUNCIANTE;-99.16688295;19.44855583;19.44855583, -99.16688295
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;19/05/19 0:10;2019;Mayo;2019_05;Masculino;32;FISICA;LESIONADO;-99.2117844;19.40025082;19.40025082, -99.2117844
;HOMICIDIO POR ARMA DE FUEGO;;19/05/19 4:00;2019;Mayo;2019_05;Masculino;26;FISICA;LESIONADO;-99.24322248;19.37878312;19.37878312, -99.24322248
;CORRUPCION DE MENORES;;18/05/19 21:33;2019;Mayo;2019_05;Femenino;15;FISICA;VICTIMA;-99.13622372;19.40597485;19.40597485, -99.13622372
;ABUSO DE AUTORIDAD;;17/05/19 20:00;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.074361;19.4151186;19.4151186, -99.074361
;LESIONES INTENCIONALES POR ARMA BLANCA;;19/05/19 4:00;2019;Mayo;2019_05;Masculino;29;FISICA;LESIONADO;NA;NA;
;LESIONES INTENCIONALES POR ARMA BLANCA;;19/05/19 3:25;2019;Mayo;2019_05;Masculino;28;FISICA;VICTIMA Y DENUNCIANTE;NA;NA;
;DAÑO EN PROPIEDAD AJENA INTENCIONAL;;19/05/19 8:45;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1707947;19.3612917;19.3612917, -99.1707947
;LESIONES INTENCIONALES POR GOLPES;;15/05/19 15:44;2019;Mayo;2019_05;Masculino;20;FISICA;VICTIMA Y DENUNCIANTE;-99.2279864;19.2776595;19.2776595, -99.2279864
;ROBO A PASAJERO / CONDUCTOR DE TAXI CON VIOLENCIA;;19/05/19 3:15;2019;Mayo;2019_05;Masculino;30;FISICA;VICTIMA Y DENUNCIANTE;-98.99733237;19.36948896;19.36948896, -98.99733237
;ROBO DE OBJETOS;;18/05/19 19:30;2019;Mayo;2019_05;Femenino;27;FISICA;VICTIMA Y DENUNCIANTE;-99.19720892;19.42617523;19.42617523, -99.19720892
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;19/05/19 9:15;2019;Mayo;2019_05;Masculino;8;FISICA;LESIONADO;-99.10256117;19.46040316;19.46040316, -99.10256117
;PERDIDA DE LA VIDA POR PARO CARDIACO;;19/05/19 7:25;2019;Mayo;2019_05;Masculino;64;FISICA;CADAVER;-99.14906419;19.54637775;19.54637775, -99.14906419
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;19/05/19 3:35;2019;Mayo;2019_05;Masculino;22;FISICA;VICTIMA Y DENUNCIANTE;-99.0191363;19.3769991;19.3769991, -99.0191363
;ROBO DE ACCESORIOS DE AUTO;;18/05/19 7:30;2019;Mayo;2019_05;Femenino;64;FISICA;VICTIMA Y DENUNCIANTE;-99.1505015;19.3808499;19.3808499, -99.1505015
;VIOLENCIA FAMILIAR;;08/05/19 22:30;2019;Mayo;2019_05;Masculino;32;FISICA;VICTIMA Y DENUNCIANTE;-99.1411835;19.5662494;19.5662494, -99.1411835
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;09/05/19 19:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1426418;19.4291862;19.4291862, -99.1426418
;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;;09/05/19 13:40;2019;Mayo;2019_05;Masculino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.117486;19.4575278;19.4575278, -99.117486
;ABUSO DE AUTORIDAD;;08/05/19 22:00;2019;Mayo;2019_05;Masculino;25;FISICA;VICTIMA Y DENUNCIANTE;NA;NA;
;LESIONES CULPOSAS POR TRANSITO VEHICULAR;;09/05/19 18:40;2019;Mayo;2019_05;Masculino;61;FISICA;LESIONADO;-99.0758352;19.3688569;19.3688569, -99.0758352
;ABUSO SEXUAL;;09/05/19 20:00;2019;Mayo;2019_05;Femenino;18;FISICA;VICTIMA Y DENUNCIANTE;-99.13953477;19.46923444;19.46923444, -99.13953477
;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;;08/05/19 19:00;2019;Mayo;2019_05;Femenino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.16514985;19.18943815;19.18943815, -99.16514985
;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;;09/05/19 6:40;2019;Mayo;2019_05;Masculino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.11445891;19.44096788;19.44096788, -99.11445891
;VIOLENCIA FAMILIAR;;09/05/19 16:00;2019;Mayo;2019_05;Masculino;42;FISICA;VICTIMA Y DENUNCIANTE;-99.0425977;19.3915539;19.3915539, -99.0425977
;VIOLENCIA FAMILIAR;;09/05/19 20:30;2019;Mayo;2019_05;Femenino;37;FISICA;VICTIMA;-99.08952714;19.49941688;19.49941688, -99.08952714
;VIOLENCIA FAMILIAR;;09/05/19 19:00;2019;Mayo;2019_05;Femenino;36;FISICA;VICTIMA Y DENUNCIANTE;-99.19035065;19.34787465;19.34787465, -99.19035065
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;09/05/19 20:30;2019;Mayo;2019_05;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.1841701;19.4820794;19.4820794, -99.1841701
;ABUSO SEXUAL;;09/05/19 20:43;2019;Mayo;2019_05;Femenino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.13499431;19.41416782;19.41416782, -99.13499431
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;09/05/19 22:15;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1430753;19.4067651;19.4067651, -99.1430753
;ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO CON VIOLENCIA;;09/05/19 21:30;2019;Mayo;2019_05;Masculino;22;FISICA;VICTIMA Y DENUNCIANTE;-99.09686275;19.45081708;19.45081708, -99.09686275
;ABUSO DE AUTORIDAD;;07/05/19 15:20;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.15261817;19.54574429;19.54574429, -99.15261817
;AMENAZAS;;09/05/19 19:30;2019;Mayo;2019_05;Femenino;49;FISICA;VICTIMA Y DENUNCIANTE;-99.1592141;19.3284425;19.3284425, -99.1592141
;AMENAZAS;;09/05/19 20:45;2019;Mayo;2019_05;Femenino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.14127893;19.4529544;19.4529544, -99.14127893
;ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA;;02/05/19 12:15;2019;Mayo;2019_05;Masculino;68;FISICA;VICTIMA Y DENUNCIANTE;-99.1718808;19.3721986;19.3721986, -99.1718808
;ROBO DE VEHICULO DE SERVICIO PÚBLICO CON VIOLENCIA;;04/05/19 3:30;2019;Mayo;2019_05;Masculino;43;FISICA;VICTIMA Y DENUNCIANTE;-99.0568916;19.4292665;19.4292665, -99.0568916
;VIOLENCIA FAMILIAR;;04/05/19 3:00;2019;Mayo;2019_05;Femenino;32;FISICA;VICTIMA Y DENUNCIANTE;-99.0748823;19.4020761;19.4020761, -99.0748823
;ROBO DE DINERO;;04/05/19 10:15;2019;Mayo;2019_05;Masculino;45;FISICA;VICTIMA Y DENUNCIANTE;-99.1545516;19.4375725;19.4375725, -99.1545516
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;04/05/19 10:53;2019;Mayo;2019_05;Femenino;55;FISICA;VICTIMA Y DENUNCIANTE;-99.1468617;19.4334842;19.4334842, -99.1468617
;VIOLENCIA FAMILIAR;;04/05/19 9:00;2019;Mayo;2019_05;Femenino;23;FISICA;VICTIMA Y DENUNCIANTE;-99.11367998;19.39075556;19.39075556, -99.11367998
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;04/05/19 11:45;2019;Mayo;2019_05;Masculino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.1285011;19.3719373;19.3719373, -99.1285011
;DAÑO EN PROPIEDAD AJENA INTENCIONAL;;04/05/19 10:30;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.18525028;19.47486599;19.47486599, -99.18525028
;VIOLENCIA FAMILIAR;;04/05/19 3:30;2019;Mayo;2019_05;Femenino;24;FISICA;VICTIMA;-99.05098153;19.36837808;19.36837808, -99.05098153
;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;;02/05/19 9:00;2019;Mayo;2019_05;Masculino;32;FISICA;VICTIMA Y DENUNCIANTE;-99.1983329;19.42043885;19.42043885, -99.1983329
;DAÑO EN PROPIEDAD AJENA INTENCIONAL A CASA HABITACION;;04/05/19 2:00;2019;Mayo;2019_05;Masculino;34;FISICA;VICTIMA Y DENUNCIANTE;-99.1864442;19.2591416;19.2591416, -99.1864442
;FRAUDE;;02/05/19 9:00;2019;Mayo;2019_05;Masculino;36;FISICA;VICTIMA Y DENUNCIANTE;-99.114467;19.4928946;19.4928946, -99.114467
;ROBO DE VEHICULO DE SERVICIO PÚBLICO SIN VIOLENCIA;;04/05/19 6:30;2019;Mayo;2019_05;Masculino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.1192939;19.2686296;19.2686296, -99.1192939
;AMENAZAS;;03/05/19 21:00;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.0401929;19.3705868;19.3705868, -99.0401929
;DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL;;04/05/19 3:00;2019;Mayo;2019_05;Femenino;37;FISICA;VICTIMA Y DENUNCIANTE;-99.32772735;19.33066102;19.33066102, -99.32772735
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;03/05/19 18:00;2019;Mayo;2019_05;Masculino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.06191189;19.39132846;19.39132846, -99.06191189
;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;;03/05/19 6:30;2019;Mayo;2019_05;Masculino;20;FISICA;VICTIMA Y DENUNCIANTE;-99.01337029;19.28570584;19.28570584, -99.01337029
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;04/05/19 10:15;2019;Mayo;2019_05;Femenino;36;FISICA;LESIONADO;-98.99611697;19.26522418;19.26522418, -98.99611697
;ABUSO DE AUTORIDAD;;04/05/19 7:30;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.07440392;19.41623166;19.41623166, -99.07440392
;ROBO A NEGOCIO SIN VIOLENCIA;;03/05/19 21:30;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1894509;19.4358007;19.4358007, -99.1894509
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;03/05/19 5:00;2019;Mayo;2019_05;Masculino;48;FISICA;VICTIMA Y DENUNCIANTE;-99.21766567;19.3733555;19.3733555, -99.21766567
;ROBO A NEGOCIO SIN VIOLENCIA;;04/05/19 13:45;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1653936;19.3676822;19.3676822, -99.1653936
;VIOLACION;;04/05/19 1:00;2019;Mayo;2019_05;Femenino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.23945898;19.24478076;19.24478076, -99.23945898
;ROBO A NEGOCIO SIN VIOLENCIA;;04/05/19 13:35;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.12586477;19.31838786;19.31838786, -99.12586477
;ROBO DE VEHICULO DE PEDALES;;04/05/19 14:15;2019;Mayo;2019_05;Masculino;20;FISICA;VICTIMA Y DENUNCIANTE;-99.0742163;19.4695134;19.4695134, -99.0742163
;ROBO A NEGOCIO SIN VIOLENCIA;;04/05/19 13:35;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1559411;19.5309831;19.5309831, -99.1559411
;DAÑO EN PROPIEDAD AJENA INTENCIONAL;;04/05/19 11:25;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.00239512;19.26004109;19.26004109, -99.00239512
;ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA;;03/05/19 21:30;2019;Mayo;2019_05;Masculino;23;FISICA;VICTIMA Y DENUNCIANTE;-99.0983194;19.4028794;19.4028794, -99.0983194
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;04/05/19 14:45;2019;Mayo;2019_05;Femenino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.13416353;19.44356793;19.44356793, -99.13416353
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 14:05;2019;Mayo;2019_05;Masculino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.06956018;19.29389206;19.29389206, -99.06956018
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;03/05/19 12:00;2019;Mayo;2019_05;Masculino;31;FISICA;VICTIMA Y DENUNCIANTE;-99.16415559;19.44652541;19.44652541, -99.16415559
;FRAUDE;;04/05/19 14:40;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.15413304;19.44353805;19.44353805, -99.15413304
;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A BIENES INMUEBLES;;04/05/19 15:00;2019;Mayo;2019_05;Femenino;38;FISICA;VICTIMA Y DENUNCIANTE;-99.1153872;19.3871078;19.3871078, -99.1153872
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;04/05/19 14:45;2019;Mayo;2019_05;Masculino;32;FISICA;VICTIMA Y DENUNCIANTE;-99.14228781;19.32385825;19.32385825, -99.14228781
;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;;04/05/19 10:45;2019;Mayo;2019_05;Femenino;70;FISICA;VICTIMA Y DENUNCIANTE;-99.1711958;19.410348;19.410348, -99.1711958
;ROBO DE ACCESORIOS DE AUTO;;03/05/19 2:30;2019;Mayo;2019_05;Masculino;38;FISICA;VICTIMA Y DENUNCIANTE;-99.1746892;19.447232;19.447232, -99.1746892
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;03/05/19 17:15;2019;Mayo;2019_05;Masculino;43;FISICA;VICTIMA Y DENUNCIANTE;-99.14007559;19.4245258;19.4245258, -99.14007559
;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;;03/05/19 23:00;2019;Mayo;2019_05;Femenino;33;FISICA;VICTIMA Y DENUNCIANTE;-99.0314383;19.3611607;19.3611607, -99.0314383
;VIOLENCIA FAMILIAR;;04/05/19 15:00;2019;Mayo;2019_05;Femenino;18;FISICA;VICTIMA Y DENUNCIANTE;-99.2592272;19.3546792;19.3546792, -99.2592272
;ROBO A CASA HABITACION SIN VIOLENCIA;;04/05/19 2:00;2019;Mayo;2019_05;Femenino;79;FISICA;VICTIMA Y DENUNCIANTE;-99.0814565;19.3879961;19.3879961, -99.0814565
;DDH OTRAS MATERIAS;;04/05/19 19:50;2019;Mayo;2019_05;NA;NA;FISICA;VICTIMA;-99.0522549;19.3765106;19.3765106, -99.0522549
;ROBO A CASA HABITACION SIN VIOLENCIA;;04/05/19 19:00;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.19951371;19.28612715;19.28612715, -99.19951371
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;04/05/19 17:40;2019;Mayo;2019_05;Masculino;NA;FISICA;LESIONADO;-99.05800351;19.39952942;19.39952942, -99.05800351
;ABUSO SEXUAL;;04/05/19 12:00;2019;Mayo;2019_05;Femenino;36;FISICA;VICTIMA Y DENUNCIANTE;-99.1605193;19.3301338;19.3301338, -99.1605193
;VIOLENCIA FAMILIAR;;04/05/19 14:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA;-99.2152184;19.3723649;19.3723649, -99.2152184
